,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,Description,PhotoAmt,AdoptionSpeed
11905,2,0,3,266,0,1,6,7,0,2,1,2,1,2,1,1,30,0,240,1,2
11906,2,0,1,266,0,1,1,6,0,1,1,2,2,2,1,1,0,0,940,4,1
11907,1,0,3,307,0,1,1,0,0,2,1,1,1,2,1,1,0,0,144,6,2
11908,1,0,4,307,307,1,1,2,7,3,1,1,1,1,1,1,0,0,369,10,3
11909,1,0,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,0,12,5,2
11910,1,0,8,307,0,2,2,5,0,2,1,1,1,1,1,1,0,0,152,3,4
11911,1,0,1,307,0,2,1,2,7,2,1,2,2,2,1,1,0,0,643,2,3
11912,2,0,10,266,266,2,6,7,0,2,1,1,1,1,1,1,0,0,86,3,2
11913,2,0,4,254,0,2,1,3,7,2,1,1,1,2,1,2,0,0,609,3,1
11914,2,0,11,266,266,1,1,0,0,3,1,1,1,1,1,1,0,0,132,3,4
11915,2,0,2,266,0,2,6,0,0,2,1,1,1,2,1,1,0,0,203,9,1
11916,1,0,1,307,0,3,1,2,4,1,1,2,2,2,2,2,0,0,115,3,4
11917,1,0,2,307,141,1,4,5,7,2,1,3,3,3,1,4,0,0,583,1,1
11918,2,0,1,264,0,2,1,2,7,2,3,2,2,2,1,1,0,0,162,4,0
11919,2,0,2,266,0,3,1,3,7,2,1,2,1,2,1,2,0,0,1211,7,2
11920,2,0,1,265,266,3,3,0,0,1,1,2,2,2,1,3,0,0,54,5,2
11921,2,0,3,266,0,3,2,4,5,2,1,2,2,2,1,10,0,0,567,0,1
11922,1,0,2,26,307,2,1,2,5,2,2,1,1,2,1,1,150,0,928,6,1
11923,2,0,9,265,0,1,3,0,0,1,2,2,2,2,1,1,0,0,100,4,4
11924,2,0,3,265,0,2,1,6,7,2,2,2,2,2,1,1,30,0,458,4,4
11925,2,0,1,266,0,3,4,6,7,1,1,2,2,3,1,3,0,0,65,3,4
11926,1,0,24,39,0,1,1,7,0,2,3,2,1,1,1,1,0,0,399,2,1
11927,2,0,9,266,0,1,2,0,0,2,1,2,2,2,1,1,0,0,19,4,4
11928,2,0,8,266,265,3,2,4,7,2,1,2,1,2,1,3,0,0,268,2,1
11929,1,0,1,307,307,3,1,2,7,2,1,3,3,3,1,7,0,0,280,5,4
11930,2,0,0,299,0,2,2,6,0,2,1,2,2,2,1,1,0,0,352,3,2
11931,2,0,2,266,0,3,1,4,0,2,2,2,1,2,1,2,0,0,353,4,3
11932,2,0,24,283,0,1,1,6,7,2,1,1,1,3,2,1,0,0,545,3,4
11933,1,0,12,307,0,2,2,7,0,1,2,1,1,3,1,1,0,0,682,3,4
11934,1,0,24,213,307,1,2,7,0,2,2,1,1,2,1,1,0,0,205,5,4
11935,1,0,4,307,0,2,1,5,0,2,1,2,1,2,1,1,0,0,690,5,3
11936,1,0,5,307,0,2,5,0,0,2,1,1,1,2,1,1,0,0,113,1,2
11937,2,0,3,265,0,2,3,0,0,2,2,2,2,2,1,1,0,0,726,3,1
11938,2,0,1,266,0,2,1,2,0,1,1,3,1,2,1,1,0,0,186,3,3
11939,1,0,36,20,0,2,1,2,0,2,1,1,1,1,1,1,250,0,297,3,2
11940,1,0,24,307,0,1,3,5,0,2,1,1,1,1,1,1,80,3,1627,20,4
11941,1,0,0,307,0,3,2,5,0,2,1,2,2,2,1,7,0,0,730,9,3
11942,1,0,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,137,5,1
11943,1,0,9,202,307,2,1,0,0,3,2,1,1,1,1,1,0,0,148,1,4
11944,1,0,3,239,307,2,2,0,0,2,1,3,3,2,1,1,0,0,125,2,3
11945,1,0,2,307,0,1,7,0,0,2,1,1,1,2,1,2,0,0,347,11,2
11946,1,0,3,60,307,1,1,3,0,1,1,2,2,2,1,2,0,0,222,2,2
11947,2,0,2,292,266,3,5,0,0,2,1,2,1,2,1,2,0,0,529,1,1
11948,2,0,84,285,265,2,1,4,7,2,2,3,3,1,1,1,50,0,486,3,2
11949,1,0,2,103,307,1,2,0,0,2,1,1,1,1,1,1,0,0,248,0,1
11950,2,0,1,265,0,1,5,7,0,3,2,2,1,2,1,1,80,0,84,5,1
11951,2,0,4,265,265,2,4,7,0,2,2,2,1,2,1,1,0,0,44,5,4
11952,1,0,4,213,0,1,1,2,3,2,2,3,3,3,1,1,50,0,129,4,3
11953,2,0,1,265,265,3,2,4,6,1,1,2,2,2,1,3,0,0,243,2,2
11954,1,0,1,307,0,3,1,2,5,2,2,2,1,2,1,3,0,0,320,5,1
11955,2,0,9,266,0,2,6,0,0,2,1,2,1,2,1,1,0,0,18,1,4
11956,2,0,2,266,0,1,7,0,0,1,1,1,1,2,1,1,0,0,25,3,2
11957,1,0,12,307,0,1,2,0,0,2,2,1,1,1,1,1,0,0,94,2,2
11958,2,0,3,266,0,1,1,0,0,1,1,2,1,2,1,1,0,0,50,6,2
11959,1,0,2,307,0,2,1,2,0,1,1,2,2,2,1,1,0,0,192,1,4
11960,2,0,6,266,0,1,2,3,0,2,1,3,2,2,2,1,0,0,455,4,4
11961,1,0,36,147,0,2,7,0,0,1,1,3,3,3,1,1,50,0,643,2,0
11962,1,0,2,307,0,2,2,0,0,2,1,3,1,2,1,1,0,0,132,5,2
11963,2,0,3,266,0,2,2,3,5,2,1,2,2,2,1,1,0,0,16,2,2
11964,1,0,3,307,0,2,2,7,0,2,1,3,3,2,1,1,0,0,125,2,3
11965,1,0,10,128,98,1,1,2,7,1,1,1,1,2,1,1,500,0,263,4,2
11966,2,0,2,265,0,2,6,0,0,1,2,2,1,2,1,1,0,0,413,5,1
11967,2,0,2,266,266,2,3,4,0,2,2,2,2,2,1,1,0,0,254,5,1
11968,1,0,108,218,0,2,2,5,0,1,2,1,1,1,1,1,200,0,310,1,4
11969,1,0,72,103,0,2,1,2,0,3,2,2,1,3,2,1,0,0,681,2,3
11970,1,0,48,307,307,2,2,7,0,2,1,3,3,1,1,2,0,0,418,3,4
11971,1,0,2,185,0,2,7,0,0,2,2,1,2,1,1,1,0,0,94,6,3
11972,1,0,3,307,0,1,2,5,7,2,1,2,1,2,1,2,0,0,186,5,4
11973,1,0,84,179,0,1,2,0,0,1,3,1,1,2,2,1,0,0,329,2,3
11974,1,0,10,307,0,1,1,2,0,2,2,1,1,2,1,1,0,0,238,1,4
11975,1,0,3,307,0,2,2,0,0,3,1,2,1,2,1,1,0,0,247,6,4
11976,1,0,6,78,0,2,1,2,0,3,1,3,3,2,1,1,0,0,114,5,3
11977,1,0,2,239,307,1,2,0,0,2,1,3,3,2,1,1,0,0,88,2,3
11978,1,0,24,307,0,1,1,4,0,2,2,1,1,1,1,1,0,0,277,5,4
11979,2,0,7,265,0,2,2,7,0,2,2,2,1,2,1,1,0,0,243,3,4
11980,1,0,12,39,307,2,1,2,7,2,1,1,1,1,1,1,0,0,436,8,4
11981,1,0,1,218,307,2,2,7,0,2,1,2,1,2,1,1,0,0,353,7,3
11982,1,0,4,307,0,2,1,2,0,1,1,3,3,3,1,1,0,0,256,2,4
11983,1,0,3,141,307,2,1,2,5,3,2,1,1,2,1,1,0,0,357,9,3
11984,2,0,8,265,0,2,1,2,7,2,2,1,1,2,1,1,0,0,138,3,2
11985,1,0,2,307,0,2,1,2,5,2,1,2,1,2,1,1,0,0,512,1,1
11986,1,0,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,0,149,6,2
11987,2,0,2,266,266,3,3,6,0,2,1,2,2,2,1,2,0,0,61,1,4
11988,2,0,3,266,0,2,1,2,0,2,1,2,1,2,1,1,0,0,450,4,4
11989,1,0,24,307,0,1,2,5,7,2,1,3,3,2,1,1,0,0,382,2,3
11990,1,0,18,307,218,2,1,5,0,1,3,3,1,3,1,1,0,0,167,3,1
11991,2,0,17,266,0,2,1,2,7,2,1,2,2,2,1,1,0,0,193,1,4
11992,1,0,12,307,218,1,5,0,0,2,1,1,1,1,1,1,0,0,290,14,3
11993,1,0,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0,50,1,1
11994,2,0,2,266,0,3,4,5,7,1,1,2,1,2,1,2,0,0,357,3,1
11995,2,0,12,292,265,1,1,7,0,2,2,2,2,2,1,1,250,0,189,3,3
11996,1,0,2,307,0,2,5,0,0,2,1,2,1,2,1,1,0,0,226,1,4
11997,1,0,48,141,0,2,5,0,0,3,2,1,1,1,1,1,250,0,300,3,2
11998,1,0,2,307,307,2,2,0,0,3,1,2,2,2,1,1,0,0,317,5,4
11999,1,0,3,307,0,1,5,7,0,2,1,1,1,2,1,1,0,0,138,4,2
12000,1,0,2,307,0,2,3,5,0,2,2,2,2,2,2,1,0,1,271,1,2
12001,1,0,80,20,0,1,1,2,7,2,1,1,1,1,1,1,200,0,1383,3,2
12002,2,0,2,266,0,2,1,5,7,1,1,2,2,2,1,1,50,0,172,3,3
12003,2,0,12,266,0,2,1,2,7,2,2,1,1,1,1,1,0,0,88,1,3
12004,2,0,6,266,0,2,6,7,0,2,1,2,2,2,1,1,20,0,247,1,1
12005,2,0,1,266,299,1,3,0,0,2,1,2,1,2,1,1,0,0,586,6,3
12006,1,0,1,44,218,3,2,0,0,1,1,2,2,2,1,2,150,0,144,1,1
12007,1,0,2,307,0,1,1,2,7,2,1,2,2,2,1,4,0,0,124,4,4
12008,1,0,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,302,1,2
12009,2,0,3,251,264,1,1,7,0,2,2,2,2,2,1,1,250,0,93,7,2
12010,1,0,3,78,307,2,1,2,0,2,2,1,1,2,1,1,0,0,137,6,3
12011,1,0,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0,359,1,2
12012,1,0,2,307,0,2,1,2,7,2,1,2,2,2,1,1,0,0,45,1,0
12013,1,0,2,307,0,1,2,0,0,2,2,2,2,2,1,1,0,0,63,1,4
12014,1,0,36,307,0,1,2,0,0,2,1,1,1,1,2,1,0,0,1043,2,4
12015,1,0,24,307,0,2,1,0,0,2,1,1,2,1,1,1,0,0,179,1,4
12016,1,0,2,307,0,2,2,7,0,2,1,2,2,2,1,1,0,0,442,2,2
12017,2,0,4,266,0,1,4,7,0,1,1,2,1,2,1,1,0,0,178,2,1
12018,2,0,12,266,0,2,6,7,0,1,1,1,1,1,1,1,0,0,1048,6,2
12019,2,0,3,266,0,3,1,6,7,2,1,2,1,2,1,3,0,0,499,5,4
12020,1,0,4,141,0,2,1,0,0,3,1,1,1,2,1,1,0,0,319,3,1
12021,1,0,36,307,213,2,1,7,0,2,2,1,1,1,1,1,0,0,270,5,3
12022,1,0,12,218,307,2,2,5,0,2,2,3,1,2,1,1,0,0,481,5,3
12023,1,0,3,26,307,1,1,2,0,2,1,1,1,2,1,1,0,0,930,3,1
12024,2,0,2,265,0,2,7,0,0,1,2,1,1,2,1,1,0,0,255,3,2
12025,1,0,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,229,2,2
12026,2,0,2,266,0,1,1,0,0,1,1,2,2,2,1,1,0,0,508,4,4
12027,1,0,1,307,0,3,1,2,0,2,2,2,2,2,1,6,0,0,100,13,1
12028,2,0,3,265,0,3,1,4,7,2,2,2,2,2,1,2,0,0,1098,15,2
12029,1,0,3,307,0,2,2,0,0,1,1,2,1,2,1,1,0,0,248,5,3
12030,2,0,3,264,266,3,2,4,7,2,2,2,1,2,1,2,0,0,103,8,4
12031,1,0,3,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0,31,2,1
12032,2,0,1,265,0,3,1,4,6,1,2,3,3,2,1,4,0,0,40,1,4
12033,2,0,1,299,265,3,1,3,7,1,2,2,1,2,1,2,30,0,360,3,1
12034,1,0,48,307,0,2,2,0,0,2,2,1,1,1,1,1,0,0,109,2,4
12035,2,0,2,265,0,3,3,4,0,1,2,2,2,2,1,3,0,1,347,5,2
12036,2,0,3,266,0,1,5,6,7,2,1,2,2,2,1,3,0,0,114,1,2
12037,1,0,7,44,0,2,2,0,0,2,1,3,3,3,1,1,0,0,67,2,4
12038,2,0,2,265,0,3,1,6,7,1,2,2,2,2,1,7,0,0,581,3,2
12039,2,0,15,266,0,1,2,7,0,2,1,1,1,1,1,1,0,0,36,4,4
12040,2,0,3,266,0,1,4,0,0,1,1,2,1,2,1,1,0,0,1317,1,1
12041,2,0,3,266,254,2,1,4,7,2,1,2,1,2,1,1,0,0,171,1,1
12042,2,0,1,266,265,1,3,7,0,2,1,2,2,2,1,1,50,0,601,8,1
12043,2,0,3,266,0,2,4,6,7,1,1,2,2,2,1,3,0,0,448,3,2
12044,1,0,3,307,0,1,2,0,0,2,2,2,1,2,1,1,0,0,417,2,3
12045,1,0,2,307,307,2,1,5,7,1,1,1,1,1,1,2,0,0,18,5,3
12046,1,0,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,0,86,4,2
12047,1,0,84,69,0,2,5,0,0,2,2,1,1,2,1,1,0,0,545,4,2
12048,2,0,1,299,292,1,1,2,0,2,1,2,1,2,1,3,100,0,113,6,2
12049,1,0,8,307,0,2,3,0,0,2,1,1,1,1,1,1,50,0,254,4,2
12050,2,0,1,266,0,1,4,0,0,1,1,2,1,2,1,1,0,0,152,6,4
12051,1,0,2,307,0,2,2,0,0,2,1,2,1,2,1,1,80,0,109,1,2
12052,1,0,2,307,0,3,1,0,0,1,1,2,2,2,1,5,0,0,76,5,4
12053,2,0,1,266,0,3,1,4,7,1,1,2,2,2,1,4,0,0,95,5,2
12054,1,0,14,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,59,1,1
12055,2,0,1,266,0,3,1,2,7,1,1,2,2,1,1,3,0,0,247,2,1
12056,1,0,60,307,307,2,3,7,0,2,2,1,1,1,1,1,0,0,156,5,4
12057,1,0,36,307,0,1,2,5,0,1,2,1,1,1,1,1,200,0,653,3,2
12058,1,0,0,49,0,3,1,2,4,1,2,2,2,2,1,8,0,0,1346,5,3
12059,1,0,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0,149,3,2
12060,2,0,2,266,0,1,3,0,0,2,1,2,2,2,1,1,0,0,24,2,3
12061,2,0,6,289,266,2,6,0,0,2,2,2,1,2,1,1,150,0,209,3,2
12062,2,0,3,299,300,1,4,0,0,2,2,1,1,1,1,1,0,0,145,4,4
12063,1,0,3,307,0,1,1,3,7,2,1,2,1,2,1,1,0,0,535,1,1
12064,1,0,3,307,307,1,1,7,0,2,2,1,1,2,1,1,0,0,12,5,1
12065,1,0,5,307,0,2,1,0,0,2,2,1,1,1,1,1,0,0,250,1,4
12066,2,0,1,265,265,3,1,6,7,1,2,2,2,2,1,5,0,0,142,1,1
12067,1,0,2,307,0,2,1,2,5,3,1,1,1,2,1,1,0,0,194,4,2
12068,1,0,60,307,0,1,1,0,0,2,1,1,1,1,1,1,0,0,166,3,2
12069,2,0,12,265,0,2,1,3,7,2,2,2,2,2,1,1,0,0,283,6,2
12070,2,0,6,265,0,1,1,4,7,2,2,2,2,2,1,3,0,0,475,3,4
12071,1,0,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0,181,3,3
12072,2,0,48,289,0,1,1,0,0,2,2,1,1,1,1,1,0,0,103,1,1
12073,2,0,1,266,0,3,1,4,7,1,1,2,1,2,1,5,0,0,411,7,2
12074,2,0,3,254,292,2,4,5,7,2,1,1,1,2,1,1,0,2,375,9,3
12075,1,0,3,307,307,2,1,2,0,2,1,2,1,2,1,2,0,0,714,7,1
12076,2,0,3,266,0,2,1,2,5,2,1,1,1,2,1,1,100,0,2348,3,2
12077,2,0,7,266,0,1,1,7,0,3,1,1,1,2,1,1,0,0,51,7,4
12078,1,0,2,307,0,2,1,7,0,2,1,2,2,2,1,1,20,0,201,1,3
12079,1,0,1,307,307,2,2,0,0,2,1,2,2,2,1,1,0,0,114,1,1
12080,2,0,3,266,292,3,1,0,0,1,1,2,3,3,1,3,0,0,1096,13,3
12081,2,0,72,266,0,2,1,7,0,2,2,1,1,1,1,1,250,0,1715,10,4
12082,1,0,2,307,0,1,1,7,0,3,2,1,1,2,1,1,0,0,321,1,3
12083,1,0,8,307,0,2,1,2,0,2,3,2,1,1,1,1,0,0,566,4,3
12084,1,0,5,195,207,2,6,7,0,1,1,2,1,2,1,1,0,0,271,3,2
12085,1,0,2,307,307,3,2,0,0,2,2,3,3,3,1,5,0,0,275,4,4
12086,2,0,4,264,266,3,1,2,7,2,2,3,3,3,2,8,0,0,59,5,3
12087,2,0,1,266,0,2,6,7,0,1,1,2,2,2,1,1,0,0,194,1,2
12088,2,0,1,266,265,1,3,7,0,2,1,2,2,2,1,1,50,0,601,6,1
12089,1,0,2,307,307,1,2,7,0,2,1,2,2,2,1,1,100,0,23,2,3
12090,2,0,12,299,0,2,2,3,0,1,1,1,1,1,1,1,0,0,450,1,3
12091,1,0,24,20,0,1,2,5,7,2,1,1,1,1,1,1,0,0,151,1,1
12092,1,0,36,20,0,1,1,4,7,2,1,1,1,1,1,1,0,0,191,2,1
12093,1,0,1,141,307,1,5,7,0,3,1,2,2,2,1,1,0,0,301,4,1
12094,2,0,2,265,0,1,7,0,0,1,2,3,3,2,1,1,0,0,299,4,1
12095,1,0,1,307,0,3,1,2,7,2,1,2,2,2,1,4,0,0,271,7,1
12096,1,0,12,26,26,1,2,0,0,3,2,1,1,1,1,1,0,0,12,1,2
12097,2,0,3,285,264,1,3,7,0,3,2,3,3,3,1,1,0,0,34,1,2
12098,1,0,2,307,141,2,2,5,0,2,1,1,1,1,1,1,0,0,963,1,3
12099,2,0,3,265,0,2,1,4,7,2,2,2,2,2,1,1,0,0,1327,5,3
12100,2,0,12,299,0,2,1,6,7,1,1,2,2,2,1,1,0,0,414,3,2
12101,1,0,1,307,0,1,2,5,7,2,2,2,2,2,1,1,0,0,231,5,2
12102,2,0,7,265,266,2,2,5,7,2,2,2,2,2,1,2,0,0,265,5,1
12103,1,0,1,307,0,3,1,2,7,2,2,2,1,2,1,2,0,0,200,8,2
12104,1,0,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,0,463,5,2
12105,2,0,11,266,299,1,4,7,0,2,1,1,1,1,1,1,0,0,1124,11,3
12106,1,0,2,307,0,2,2,7,0,2,2,1,1,3,1,2,0,0,100,2,4
12107,1,0,12,205,0,1,1,7,0,2,2,1,1,2,1,1,0,0,60,1,3
12108,1,0,4,307,0,2,1,7,0,2,1,2,1,2,2,1,0,0,514,6,3
12109,1,0,1,189,307,2,1,2,0,3,1,3,3,3,1,1,0,0,48,3,1
12110,2,0,2,266,0,1,1,7,0,2,2,2,1,2,1,1,0,1,957,5,1
12111,1,0,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,0,146,3,3
12112,1,0,3,307,0,2,1,2,0,2,1,3,3,2,1,2,0,0,12,1,3
12113,1,0,12,307,0,2,2,0,0,2,1,2,2,1,1,1,0,0,371,4,4
12114,2,0,2,251,266,2,1,2,0,2,1,2,1,2,1,1,0,0,538,4,2
12115,1,0,48,205,195,2,5,7,0,1,2,1,1,1,1,2,330,0,1099,4,1
12116,2,0,3,266,0,2,5,0,0,1,1,2,1,2,1,1,0,0,409,5,2
12117,2,0,2,265,0,3,1,0,0,3,2,2,2,3,1,2,0,0,288,5,2
12118,1,0,36,109,0,1,2,3,0,2,2,1,1,1,1,2,0,0,100,4,3
12119,1,0,1,307,0,2,2,0,0,1,1,2,2,2,1,1,0,0,202,1,2
12120,1,0,2,307,0,2,1,7,0,2,1,1,1,2,1,1,0,0,117,1,2
12121,2,0,12,266,243,3,1,4,7,2,1,1,1,1,1,2,0,0,419,4,4
12122,2,0,4,247,266,2,1,2,0,1,2,2,2,2,1,3,0,0,132,3,3
12123,2,0,12,266,0,1,1,0,0,2,1,2,1,3,1,1,0,0,180,3,2
12124,1,0,2,307,0,2,1,2,3,3,1,3,1,3,1,2,0,0,306,3,2
12125,2,0,2,266,0,1,2,7,0,2,1,2,2,2,1,1,0,0,54,3,3
12126,1,0,36,205,0,2,7,0,0,1,3,1,1,2,2,1,0,0,349,2,2
12127,1,0,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0,242,4,1
12128,1,0,12,218,0,1,5,0,0,1,3,1,1,1,1,1,300,0,1474,1,2
12129,2,0,8,265,0,1,6,7,0,2,2,1,1,2,1,1,0,0,135,2,4
12130,1,0,3,307,0,2,1,0,0,2,2,1,1,2,1,1,0,0,70,1,4
12131,2,0,3,266,0,1,1,6,7,2,1,1,1,2,1,1,0,0,953,5,2
12132,1,0,36,307,0,3,1,2,0,3,1,3,3,1,1,2,0,0,149,1,4
12133,1,0,1,307,0,2,1,2,7,2,2,1,1,2,1,4,0,0,385,5,2
12134,2,0,1,299,0,3,2,5,7,2,1,2,2,3,1,3,0,0,114,4,1
12135,2,0,24,266,0,2,6,0,0,1,2,1,1,2,1,1,0,0,53,5,1
12136,2,0,1,266,0,1,3,0,0,1,1,3,3,3,1,1,0,0,45,1,3
12137,1,0,3,307,0,2,1,0,0,2,1,1,1,2,1,1,0,0,371,6,3
12138,2,0,2,265,265,3,1,4,0,2,2,2,2,2,1,4,0,0,290,1,4
12139,2,0,4,265,0,1,3,0,0,1,2,2,1,2,1,1,0,0,280,6,0
12140,1,0,1,307,307,3,1,2,5,1,1,2,2,2,1,4,0,0,391,4,1
12141,2,0,1,285,0,3,1,2,3,2,3,2,2,3,1,4,0,0,53,3,1
12142,1,0,6,307,0,2,1,3,7,1,2,2,2,2,1,1,0,0,85,4,4
12143,2,0,8,264,0,2,3,4,7,2,3,3,3,2,1,1,0,0,184,1,3
12144,1,0,12,307,0,2,7,0,0,2,1,1,1,1,1,1,0,0,967,28,4
12145,1,0,15,307,0,2,1,2,4,2,1,1,1,1,1,1,0,0,364,4,4
12146,1,0,3,307,0,2,1,2,7,2,2,2,1,2,1,1,0,0,312,1,3
12147,2,0,3,295,0,1,7,0,0,1,1,3,3,3,1,1,0,0,319,1,2
12148,1,0,5,213,307,1,1,2,7,2,2,2,1,2,1,1,0,0,338,2,3
12149,1,0,24,179,307,1,7,0,0,2,1,1,1,3,1,1,0,0,297,5,1
12150,1,0,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,0,100,1,3
12151,2,0,6,265,0,1,1,0,0,2,2,1,1,1,1,1,0,0,280,3,3
12152,2,0,28,241,0,3,7,0,0,2,1,2,2,2,1,4,0,1,456,4,3
12153,1,0,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0,443,4,1
12154,2,0,4,266,0,2,4,7,0,2,1,2,2,2,1,1,15,0,305,3,4
12155,1,0,2,307,307,2,1,2,0,2,2,2,2,2,1,1,59,0,38,1,4
12156,1,0,1,307,0,2,1,6,0,2,1,2,2,2,1,1,0,0,200,1,3
12157,2,0,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,0,335,1,4
12158,2,0,1,266,0,1,4,7,0,2,1,2,2,2,1,1,0,0,267,3,1
12159,2,0,4,266,0,1,1,0,0,1,1,2,1,2,1,1,0,0,670,6,3
12160,1,0,3,307,128,2,2,7,0,2,2,2,1,1,1,1,0,0,193,5,2
12161,2,0,7,299,0,1,1,2,5,3,1,1,1,2,1,1,0,0,106,2,2
12162,2,0,18,266,0,3,1,7,0,2,1,1,1,2,1,4,0,0,113,0,4
12163,2,0,4,254,0,2,1,3,0,2,1,1,1,2,1,1,0,0,763,4,3
12164,2,0,18,266,0,1,2,7,0,3,1,1,1,1,1,1,0,0,322,1,4
12165,2,0,2,292,266,2,7,0,0,1,2,2,2,2,1,1,0,0,121,1,2
12166,2,0,3,265,0,1,1,4,7,2,2,2,2,2,1,1,0,0,225,15,1
12167,2,0,2,266,0,2,4,7,0,2,1,1,1,1,1,4,100,0,192,4,2
12168,2,0,3,266,0,2,4,6,7,2,1,1,1,1,1,1,100,0,137,2,4
12169,2,0,1,265,0,1,1,6,7,2,2,2,2,2,1,1,0,0,84,3,2
12170,1,0,8,103,307,1,1,2,0,2,1,1,3,3,1,1,0,0,74,3,4
12171,2,0,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,0,286,5,3
12172,2,0,0,266,0,3,1,6,7,2,2,2,2,2,1,3,0,0,567,0,2
12173,2,0,2,265,0,1,1,6,7,3,2,2,1,3,1,1,0,0,712,5,2
12174,2,0,1,266,266,3,2,3,7,1,1,2,2,2,1,6,0,0,46,4,1
12175,1,0,24,195,307,1,1,0,0,2,2,1,1,2,1,1,0,0,72,2,4
12176,2,0,3,265,0,3,3,0,0,2,2,2,2,2,1,2,0,0,198,3,2
12177,1,0,2,307,0,2,2,7,0,2,2,2,2,2,1,1,0,0,155,3,2
12178,2,0,60,266,0,2,7,0,0,3,1,1,1,1,2,1,0,0,20,5,3
12179,2,0,2,265,0,2,1,6,0,2,2,2,2,2,1,1,50,0,598,6,2
12180,2,0,2,266,0,2,1,7,0,2,1,1,1,2,1,1,0,0,161,1,4
12181,1,0,2,307,0,2,1,2,0,2,2,2,1,2,1,1,0,0,161,5,2
12182,1,0,96,178,218,2,7,0,0,2,1,1,1,1,1,2,0,0,192,0,4
12183,2,0,2,265,0,2,1,2,0,2,2,2,2,2,1,1,0,0,399,0,4
12184,1,0,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0,86,1,3
12185,2,0,11,266,0,1,3,0,0,2,1,1,1,1,1,1,0,0,193,3,2
12186,2,0,5,266,0,2,1,3,6,2,1,3,3,1,1,1,0,0,204,1,0
12187,1,0,12,307,78,2,1,2,0,2,1,2,2,1,1,1,0,0,511,1,3
12188,1,0,4,307,0,2,1,4,5,2,2,1,1,2,1,1,0,0,692,5,3
12189,1,0,2,307,0,1,1,5,7,2,1,1,1,2,1,1,0,0,195,3,1
12190,2,0,4,265,0,3,1,7,0,2,2,2,2,2,1,2,0,0,30,3,3
12191,1,0,24,182,0,2,1,5,0,1,2,3,3,3,1,1,0,0,392,8,1
12192,1,0,60,307,0,1,1,5,7,3,3,3,3,3,1,1,0,0,270,1,3
12193,1,0,36,76,0,1,1,7,0,3,1,1,1,2,1,1,0,0,21,1,1
12194,2,0,10,243,0,2,1,2,7,2,1,2,2,2,1,1,0,0,281,3,4
12195,1,0,6,141,307,2,1,0,0,2,1,1,1,1,1,1,0,0,352,5,1
12196,2,0,6,306,0,1,1,7,0,2,2,3,1,3,1,1,0,0,335,4,2
12197,1,0,18,307,0,1,2,0,0,3,1,1,1,1,1,1,0,0,769,2,3
12198,1,0,12,75,0,1,1,2,0,2,2,3,3,3,1,1,0,0,432,1,2
12199,2,0,4,266,0,2,1,7,0,2,1,1,1,2,1,1,0,0,346,3,4
12200,2,0,6,266,266,3,3,0,0,2,1,1,1,1,1,2,0,0,530,6,3
12201,1,0,9,141,0,2,1,0,0,2,2,3,3,3,1,1,0,0,477,3,3
12202,1,0,48,152,0,2,1,2,0,1,2,3,2,3,1,1,0,0,168,3,4
12203,2,0,3,265,0,3,1,4,7,2,2,2,2,2,1,2,0,0,192,6,4
12204,2,0,5,265,0,2,1,7,0,2,2,2,2,2,1,1,0,0,516,13,4
12205,1,0,2,307,307,1,2,4,5,2,1,2,1,2,1,1,80,0,207,3,4
12206,1,0,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,0,39,1,4
12207,2,0,8,243,0,1,7,0,0,2,1,3,3,3,1,1,0,0,439,1,4
12208,2,0,2,264,265,1,4,5,7,1,2,2,2,2,1,2,0,0,79,2,4
12209,1,0,18,69,0,2,2,3,0,2,3,3,3,2,1,1,0,0,623,1,2
12210,2,0,36,247,0,2,2,5,7,1,1,1,1,1,1,1,250,0,104,1,4
12211,2,0,1,266,0,2,6,0,0,1,1,2,2,2,1,1,0,0,62,1,3
12212,2,0,8,276,285,2,3,7,0,2,2,2,2,2,1,1,80,0,232,7,1
